,edge,ligand_A,ligand_B,ddg_expt,ddg,ddg_booterr,ddg_BARerr,dg_water_rep1,dg_water_rep1_booterr,dg_water_rep1_BARerr,dg_water_rep2,dg_water_rep2_booterr,dg_water_rep2_BARerr,dg_water_rep3,dg_water_rep3_booterr,dg_water_rep3_BARerr,dg_protein_rep1,dg_protein_rep1_booterr,dg_protein_rep1_BARerr,dg_protein_rep2,dg_protein_rep2_booterr,dg_protein_rep2_BARerr,dg_protein_rep3,dg_protein_rep3_booterr,dg_protein_rep3_BARerr,target,group
294,edge_3fmh_3fly,3fmh,3fly,-2.4685606384277343,-0.3299999999999983,0.5158822800798424,0.5486960474100592,21.96,0.36,0.44,21.51,0.43,0.49,21.29,0.45,0.42,21.07,0.58,0.59,21.89,0.66,0.69,20.81,0.54,0.67,p38,jacs_set
295,edge_20667_23479,20667,23479,9.539518882751466,8.736666666666679,1.3456769558918806,7.829107065887573,258.84,1.22,1.38,258.59,1.09,0.98,259.48,1.04,0.93,267.51,1.9,15.78,267.56,1.86,15.16,268.05,2.03,8.2,ptp1b,jacs_set
296,edge_20667_23482,20667,23482,5.899439361572266,9.830000000000014,1.7343716329805148,1.8349907113614048,-172.48,0.86,0.88,-174.05,0.76,0.94,-171.73,0.82,0.77,-162.13,1.31,2.15,-164.88,3.06,2.85,-161.76,2.37,2.77,ptp1b,jacs_set
297,edge_23484_20667,23484,20667,-15.35528031921387,3.973333333333336,1.8399441443212827,3.3738235678823227,-58.13,0.84,0.85,-57.7,0.58,0.73,-58.15,0.75,0.77,-52.19,1.22,1.1,-57.86,1.94,2.29,-52.01,1.41,8.47,ptp1b,jacs_set
298,edge_20667_23485,20667,23485,1.7154393615722656,14.856666666666657,1.1205867298258478,1.2590542890071312,84.17,0.55,0.55,84.62,0.55,0.66,84.79,0.86,0.74,100.31,1.22,1.58,97.79,1.4,1.68,100.05,1.54,1.87,ptp1b,jacs_set
299,edge_20667_23486,20667,23486,-4.393200798034668,-1.8699999999999972,1.973787495544048,1.9501038705138467,14.86,0.51,0.63,15.54,0.62,0.6,14.44,0.59,0.6,16.87,0.74,1.06,13.18,0.74,0.86,9.18,1.69,1.42,ptp1b,jacs_set
300,edge_20669_23466,20669,23466,3.179838962554932,10.826666666666668,3.316516578384188,3.5389477128558084,-90.72,0.87,1.04,-89.91,0.86,1.29,-89.61,0.59,1.02,-83.2,1.37,4.28,-71.94,3.8,3.14,-82.62,1.35,1.9,ptp1b,jacs_set
301,edge_23469_20669,23469,20669,-3.7237594413757327,-2.276666666666667,2.167204396672667,2.279353520048946,5.17,0.57,0.66,4.86,0.73,0.65,7.28,0.71,0.69,0.4,1.85,1.93,2.32,1.13,1.05,7.76,1.98,2.74,ptp1b,jacs_set
302,edge_20669_23472,20669,23472,-0.1673598403930662,-4.156666666666638,2.3548801916888515,3.2058816930873624,-468.3,0.7,0.75,-469.63,0.65,0.69,-468.51,0.57,0.68,-477.72,1.95,2.03,-469.59,2.3,2.76,-471.6,1.66,6.62,ptp1b,jacs_set
303,edge_23473_20669,23473,20669,-0.9204771270751954,1.1666666666666643,0.9646402691104956,0.8849039475984979,-64.58,0.61,0.68,-63.99,0.6,0.64,-65.65,0.67,0.62,-63.26,1.24,1.02,-63.47,1.32,1.28,-63.99,1.46,1.19,ptp1b,jacs_set
304,edge_23330_20670,23330,20670,4.393200798034668,6.100000000000005,1.0886739313195646,1.1332744148122458,-33.68,0.68,0.62,-34.17,0.68,0.71,-34.52,0.61,0.67,-28.29,1.59,1.89,-26.83,1.65,1.33,-28.95,1.31,1.41,ptp1b,jacs_set
305,edge_23466_20670,23466,20670,-5.146320079803467,-5.563333333333333,4.029129763638535,4.645030167974318,35.98,1.04,0.99,34.99,1.26,1.2,35.71,1.11,1.36,32.8,1.28,1.74,21.51,2.2,7.66,35.68,5.11,3.82,ptp1b,jacs_set
306,edge_23477_20670,23477,20670,-0.9623180847167968,2.019999999999996,1.1390400621645027,1.1686732064354775,86.01,0.47,0.56,85.44,0.54,0.56,85.44,0.61,0.57,85.78,1.86,1.6,88.67,0.75,0.78,88.5,1.16,1.68,ptp1b,jacs_set
307,edge_20670_23479,20670,23479,-0.2510417556762694,2.5066666666666606,1.9205009726763729,1.8125468549654689,-170.45,0.58,0.61,-170.22,0.63,0.69,-169.81,0.59,0.64,-164.29,2.71,2.04,-168.31,2.13,1.88,-170.36,0.99,1.25,ptp1b,jacs_set
308,edge_23482_20670,23482,20670,3.891121276855469,1.1999999999999318,2.8345164821949504,2.988470703319197,580.46,1.3,1.12,581.34,0.79,0.99,581.39,0.9,1.03,585.91,1.11,1.89,584.99,1.77,2.05,575.89,1.88,2.1,ptp1b,jacs_set
309,edge_23483_20670,23483,20670,3.3053598403930664,2.976666666666688,1.8965650128692308,4.365054287569181,328.9,1.52,1.32,325.53,1.43,1.51,326.35,0.91,1.45,327.7,3.41,2.98,331.18,1.04,4.45,330.83,1.24,11.21,ptp1b,jacs_set
310,edge_23477_23330,23477,23330,-5.355518882751465,-5.543333333333351,1.5753569880344307,1.6995522532948757,121.14,0.56,0.72,119.4,0.74,0.67,121.12,0.71,0.62,117.2,2.92,2.34,114.27,0.81,2.64,113.56,1.3,1.59,ptp1b,jacs_set
311,edge_23467_23466,23467,23466,-2.133838962554932,3.1133333333333155,0.9415105151168603,0.9441190112958238,-99.29,0.44,0.5,-98.09,0.63,0.65,-98.18,0.52,0.59,-96.3,1.56,1.51,-95.73,0.77,0.74,-94.19,0.89,1.05,ptp1b,jacs_set
312,edge_23471_23466,23471,23466,-0.4183996009826658,5.373333333333335,1.824458356273842,1.9257980118612776,87.59,0.65,0.75,91.12,0.59,0.75,88.89,0.66,0.66,93.8,1.35,2.36,93.82,3.44,2.73,96.1,2.16,2.92,ptp1b,jacs_set
313,edge_23474_23466,23474,23466,5.271838962554931,8.823333333333332,1.4080123469267372,11.221376212985207,-64.77,1.12,1.26,-65.1,0.82,1.17,-64.65,1.26,1.19,-54.46,0.95,18.72,-56.15,1.89,24.31,-57.44,2.2,11.84,ptp1b,jacs_set
314,edge_23466_23475,23466,23475,-3.640081516265869,-5.533333333333335,1.079265380931718,3.7749584954277533,30.41,1.26,1.08,30.66,0.9,0.94,29.83,0.75,0.89,24.45,1.6,2.16,25.35,1.65,7.8,24.5,1.3,8.13,ptp1b,jacs_set
315,edge_23476_23466,23476,23466,6.5270397605896,8.310000000000002,5.566929766230459,349.17877960892963,-55.54,0.98,1.26,-54.44,0.94,1.32,-67.03,0.89,10.05,-41.97,2.11,9.51,-49.89,1.02,1064.36,-60.22,2.38,65.15,ptp1b,jacs_set
316,edge_23477_23466,23477,23466,4.18400199508667,8.080000000000005,1.289510040867263,8.659702822347537,41.09,1.01,1.01,39.86,0.81,0.95,41.3,1.08,1.18,48.39,1.03,5.71,47.22,1.25,22.95,50.88,1.23,9.42,ptp1b,jacs_set
317,edge_23467_23468,23467,23468,-1.7154393615722656,0.9766666666666596,1.705381418665441,1.779378700408394,-133.02,0.48,0.62,-131.37,0.57,0.6,-133.06,0.65,0.73,-134.22,2.42,2.62,-129.7,1.94,2.06,-130.6,1.42,1.43,ptp1b,jacs_set
318,edge_23467_23469,23467,23469,-1.5899184837341307,-4.143333333333331,2.270832860881234,6.2243406399507055,-20.83,0.62,0.79,-19.15,0.66,0.87,-21.19,1.05,1.11,-22.63,3.7,2.55,-28.23,2.46,7.26,-22.74,1.58,16.33,ptp1b,jacs_set
319,edge_23467_23470,23467,23470,-1.5899184837341307,-2.346666666666636,2.863761265040443,3.0047666553812182,-284.28,0.84,1.18,-280.18,0.76,0.89,-282.03,0.91,0.98,-290.31,2.12,3.48,-282.05,1.45,1.26,-281.17,2.34,2.7,ptp1b,jacs_set
320,edge_23467_23473,23467,23473,-4.393200798034668,-4.473333333333336,1.124957903370968,2.175464355627539,49.7,0.87,0.95,49.06,0.65,0.88,49.86,0.71,0.72,45.97,1.39,4.79,44.66,1.69,2.37,44.57,1.77,3.28,ptp1b,jacs_set
321,edge_23467_23474,23467,23474,-7.405677925109864,-11.706666666666663,2.126115703741182,3.0776999467903945,-33.91,0.92,0.99,-34.26,0.89,0.96,-34.47,0.96,1.04,-45.94,2.41,2.88,-42.39,0.79,6.57,-49.43,2.61,2.62,ptp1b,jacs_set
322,edge_23467_23475,23467,23475,-5.773920478820801,-3.280000000000001,1.2304394165910415,2.410362203148179,-69.76,1.06,0.98,-68.7,0.98,1.13,-67.57,0.72,0.74,-71.65,1.43,2.44,-72.97,1.26,5.93,-71.25,1.82,1.74,ptp1b,jacs_set
323,edge_23467_23476,23467,23476,-8.660878723144531,-10.70333333333334,2.260592448273541,2.5675311004486088,-42.69,0.53,0.64,-42.76,0.46,0.6,-41.4,0.73,0.61,-51.58,0.95,1.3,-49.48,1.0,2.52,-57.9,1.81,3.22,ptp1b,jacs_set
324,edge_23477_23467,23477,23467,6.317840957641602,4.689999999999969,2.41359855234977,3.4034635500237758,137.95,1.02,0.94,138.77,1.07,0.88,141.18,1.2,1.23,145.87,2.35,7.35,146.15,1.29,3.36,139.95,3.71,2.35,ptp1b,jacs_set
325,edge_23471_23468,23471,23468,0.0,-0.1966666666666725,0.9079276003173194,0.8827012372289683,43.19,0.5,0.57,43.68,0.65,0.61,42.61,0.75,0.67,42.53,1.33,1.27,42.31,1.13,1.02,44.05,0.82,0.88,ptp1b,jacs_set
326,edge_23469_23472,23469,23472,-3.891119281768799,-2.8633333333332303,2.8190567906391117,2.90376131438188,-512.39,0.53,0.61,-512.01,0.56,0.58,-511.73,0.75,0.7,-520.34,2.23,3.0,-515.22,0.92,1.04,-509.16,1.32,1.4,ptp1b,jacs_set
327,edge_23471_23470,23471,23470,0.1255208778381347,-1.9566666666666637,1.1095409315046991,1.4424741455303642,-80.89,0.76,0.89,-81.12,0.85,0.86,-82.25,0.69,0.71,-83.1,1.1,2.28,-83.14,1.24,2.12,-83.89,2.11,2.37,ptp1b,jacs_set
328,edge_23477_23479,23477,23479,-1.2133598403930663,0.36666666666666,1.2124994238821112,1.4670567325953598,-82.54,0.66,0.76,-83.07,0.69,0.75,-83.21,0.75,0.73,-80.38,0.91,1.31,-84.34,1.18,1.31,-83.0,1.2,2.29,ptp1b,jacs_set
329,edge_23477_23482,23477,23482,-4.853439361572266,-1.7966666666666242,2.041303005787133,2.4459525986449484,-498.55,1.05,1.03,-496.62,1.03,0.96,-495.95,0.99,1.12,-496.51,1.86,2.06,-502.52,1.47,3.43,-497.48,2.33,2.85,ptp1b,jacs_set
330,edge_23477_23483,23477,23483,-4.267677925109864,-3.9600000000000084,2.8070897611480308,3.058937824071697,-240.19,1.53,1.42,-239.79,1.03,1.51,-239.58,1.13,1.56,-249.31,2.9,3.02,-239.19,1.95,3.51,-242.94,1.88,2.3,ptp1b,jacs_set
331,edge_23480_23479,23480,23479,-1.7572803192138673,0.9233333333333354,1.78651733012137,1.7324423780185298,-19.03,0.69,0.61,-20.98,0.79,0.77,-18.78,0.67,0.71,-19.0,3.64,2.71,-16.36,1.17,1.88,-20.66,1.03,1.6,ptp1b,jacs_set
332,edge_23482_23479,23482,23479,3.6400795211792,0.123333333333278,2.0439613021681167,2.921095810164994,431.18,0.79,0.73,428.0,1.01,0.86,432.26,0.82,0.82,429.86,2.08,3.81,433.91,0.87,5.29,428.04,1.73,1.8,ptp1b,jacs_set
333,edge_23483_23479,23483,23479,3.054318084716797,5.930000000000007,1.8329143921768307,3.598576931685152,177.06,0.95,0.97,175.3,0.94,0.99,174.98,0.97,0.9,178.19,1.02,2.37,183.64,0.81,6.47,183.3,2.29,6.87,ptp1b,jacs_set
334,edge_23484_23479,23484,23479,-5.815761436462402,-5.920000000000015,6.582073245605057,5023.801216562099,201.81,0.72,1.12,199.53,1.17,1.35,201.14,1.04,1.09,208.16,1.2,18.28,182.35,5.55,10.51,194.21,4.11,15118.0,ptp1b,jacs_set
335,edge_23485_23479,23485,23479,7.8240795211792,-4.136666666666656,3.434845508398333,4.254990656757199,169.32,1.55,1.33,174.08,1.13,1.62,172.61,0.82,0.95,172.99,2.86,2.61,168.36,2.9,6.29,162.25,3.65,6.55,ptp1b,jacs_set
336,edge_23486_23479,23486,23479,13.932719680786134,2.2766666666666997,2.494477481337053,11.015648944436968,246.7,0.94,1.22,243.66,0.98,1.22,245.2,0.87,1.14,244.93,1.69,2.11,246.71,1.2,34.04,250.75,5.19,3.01,ptp1b,jacs_set
337,edge_23480_23482,23480,23482,-5.397359840393066,-0.0400000000000773,3.0693356106246017,3.127381754573892,-455.49,0.63,0.72,-455.23,0.81,0.68,-454.48,0.85,0.79,-448.69,1.71,2.04,-455.51,1.33,1.29,-461.12,1.0,2.19,ptp1b,jacs_set
338,edge_23484_23482,23484,23482,-9.455840957641602,1.7299999999999898,1.7682800173929731,56.42290356335471,-231.6,0.81,1.43,-228.25,1.18,1.0,-230.16,1.13,1.14,-228.81,2.77,163.4,-229.15,1.89,3.29,-226.86,2.26,2.75,ptp1b,jacs_set
339,edge_23482_23485,23482,23485,-4.184,5.896666666666647,4.018401225751474,6.247862392962429,258.73,0.98,1.01,257.94,0.99,1.06,255.66,0.83,0.94,270.98,2.23,2.25,262.86,4.51,4.43,256.18,0.91,15.45,ptp1b,jacs_set
340,edge_23482_23486,23482,23486,-10.292640159606934,-7.856666666666626,3.902828273551767,4.7108529838921696,187.38,1.23,0.95,186.91,1.1,1.04,186.9,0.76,0.81,188.1,2.5,2.22,176.48,1.01,4.08,173.04,1.15,7.39,ptp1b,jacs_set
341,edge_23484_23485,23484,23485,-13.639840957641605,7.550000000000004,4.334379145890301,7.036313882258317,33.83,0.69,0.75,34.8,0.63,0.81,36.38,0.65,0.9,51.49,3.2,2.36,34.28,1.02,12.69,41.89,1.6,10.8,ptp1b,jacs_set
342,edge_23484_23486,23484,23486,-19.74848111724853,1.0300000000000011,1.3462814580137916,4.552681443324578,-34.15,1.06,0.88,-33.59,0.75,0.7,-35.54,0.81,0.86,-33.37,2.63,3.45,-32.61,0.69,9.02,-34.21,1.85,9.61,ptp1b,jacs_set
343,edge_23486_23485,23486,23485,6.108640159606935,9.463333333333338,1.2502556530395896,1.5777191987488794,71.8,0.56,0.64,70.8,0.46,0.56,70.84,0.65,0.74,78.35,1.65,2.87,82.13,1.31,1.39,81.35,0.88,1.49,ptp1b,jacs_set
344,edge_1b_1a,1b,1a,4.100320079803468,4.8100000000000005,0.6608096683852879,0.6531573974145817,-5.16,0.37,0.46,-5.0,0.46,0.47,-4.78,0.42,0.49,0.52,0.56,0.49,-1.39,0.56,0.58,0.36,0.6,0.5,thrombin,jacs_set
345,edge_1d_1a,1d,1a,3.221679920196533,9.833333333333334,1.0231014828419065,1.0448893645165118,-10.13,0.29,0.33,-9.88,0.33,0.38,-10.04,0.29,0.34,2.03,0.39,0.46,-2.07,0.46,0.69,-0.51,0.38,0.35,thrombin,jacs_set
346,edge_6e_1a,6e,1a,5.983119281768799,5.686666666666667,0.6946330277532986,0.7161156362393555,2.54,0.47,0.45,2.32,0.41,0.45,3.01,0.41,0.44,7.22,0.57,0.78,8.21,0.47,0.51,9.5,0.63,0.54,thrombin,jacs_set
347,edge_6a_1b,6a,1b,3.012481117248535,3.766666666666668,0.7625520486340017,0.7760744374177984,6.87,0.5,0.47,5.01,0.39,0.49,5.02,0.42,0.45,9.97,0.77,0.92,9.41,0.61,0.64,8.82,0.8,0.73,thrombin,jacs_set
348,edge_5_1c,5,1c,-4.100322074890136,0.0833333333333286,1.0145155040472489,1.5237393277050042,-32.1,0.48,0.45,-32.19,0.53,0.5,-32.45,0.52,0.5,-33.52,0.83,1.32,-30.18,0.87,3.29,-32.79,0.82,1.21,thrombin,jacs_set
349,edge_6e_1c,6e,1c,1.464397605895996,-2.469999999999999,0.7656094147877232,0.8117591006554397,10.71,0.51,0.5,10.5,0.5,0.46,11.33,0.41,0.46,7.39,0.74,0.93,9.82,0.52,0.66,7.92,0.56,0.59,thrombin,jacs_set
350,edge_1d_5,1d,5,2.8032803192138678,-0.9499999999999992,1.607682858686291,2.5228332934256663,19.39,0.66,0.54,18.82,0.51,0.49,19.25,0.5,0.56,20.97,1.83,1.41,15.31,0.74,4.96,18.33,1.2,3.77,thrombin,jacs_set
351,edge_6a_1d,6a,1d,3.891121276855469,-1.2299999999999986,0.9884524586124764,1.2081028229501263,10.17,0.49,0.45,10.09,0.43,0.47,11.23,0.64,0.53,10.45,0.59,2.36,7.37,0.67,0.95,9.98,0.87,0.7,thrombin,jacs_set
352,edge_1d_7a,1d,7a,0.1255188827514648,2.9399999999999995,1.7868181481401086,1.8239835834502796,-13.0,0.55,0.49,-13.04,0.43,0.49,-12.99,0.45,0.46,-8.58,0.68,0.7,-7.38,0.53,0.71,-14.25,0.93,0.97,thrombin,jacs_set
353,edge_3a_6b,3a,6b,-2.384882713317871,-2.1266666666666687,1.5325094982463845,1.5071318797123414,-13.91,0.36,0.5,-13.43,0.53,0.48,-13.79,0.38,0.44,-14.46,1.14,1.01,-13.8,0.75,0.56,-19.25,0.92,0.97,thrombin,jacs_set
354,edge_3a_7a,3a,7a,0.4183976058959959,3.063333333333333,1.1355886770050474,1.1600463293011891,-23.64,0.4,0.44,-23.41,0.51,0.43,-24.54,0.47,0.48,-22.65,0.53,0.66,-21.35,0.45,0.62,-18.4,0.63,0.61,thrombin,jacs_set
355,edge_6a_3b,6a,3b,5.522880718231201,1.5999999999999943,1.5205310286536131,1.571305696072003,39.82,0.51,0.42,38.95,0.39,0.43,40.6,0.49,0.54,41.26,0.76,0.83,38.66,1.31,1.35,44.25,0.94,1.18,thrombin,jacs_set
356,edge_6b_3b,6b,3b,4.309520877838135,3.5,1.4303302378942986,1.3862100594932971,33.62,0.46,0.48,34.22,0.39,0.45,33.31,0.48,0.47,34.24,1.04,0.96,38.82,1.53,1.2,38.59,0.9,0.92,thrombin,jacs_set
357,edge_6e_6b,6e,6b,0.083677925109863,-1.3600000000000003,1.1655965972706712,1.1701194423500467,3.65,0.52,0.5,4.69,0.49,0.51,4.6,0.39,0.45,5.47,0.54,0.49,1.81,0.81,0.82,1.58,0.77,0.74,thrombin,jacs_set
358,edge_ejm_31_ejm_43,ejm_31,ejm_43,5.355518882751465,6.816666666666663,1.3775453172987695,1.3808097931948442,79.75,0.26,0.26,79.73,0.24,0.26,79.55,0.27,0.26,89.17,0.47,0.48,83.51,0.49,0.49,86.8,0.43,0.39,tyk2,jacs_set
359,edge_ejm_31_ejm_45,ejm_31,ejm_45,-0.0836819152832028,-0.9766666666666736,0.5387556696080263,0.5449291299554214,61.11,0.32,0.33,61.19,0.34,0.33,60.22,0.33,0.32,60.66,0.55,0.46,59.29,0.46,0.53,59.64,0.47,0.5,tyk2,jacs_set
360,edge_ejm_31_ejm_46,ejm_31,ejm_46,-7.405681915283204,-5.516666666666665,0.719671141040558,0.7310531273059134,98.69,0.2,0.21,98.36,0.19,0.21,98.46,0.21,0.22,94.38,0.41,0.4,91.52,0.34,0.39,93.06,0.33,0.44,tyk2,jacs_set
361,edge_ejm_47_ejm_31,ejm_47,ejm_31,0.6694393615722654,-0.2833333333333314,0.8066957437407241,0.8800642051993817,-67.49,0.3,0.33,-66.23,0.27,0.27,-66.1,0.27,0.28,-68.37,0.5,0.88,-66.4,0.5,0.86,-65.9,0.65,0.69,tyk2,jacs_set
362,edge_ejm_31_ejm_48,ejm_31,ejm_48,2.2593598403930666,3.089999999999989,1.229610883900135,1.2613656734981775,76.41,0.29,0.32,76.3,0.31,0.32,77.12,0.3,0.32,77.92,0.67,0.61,82.41,0.61,0.85,78.77,0.87,1.12,tyk2,jacs_set
363,edge_ejm_49_ejm_31,ejm_49,ejm_31,-7.489359840393066,-6.030000000000001,0.9629838643617044,1.0050365071041607,-145.24,0.26,0.31,-145.1,0.33,0.33,-145.33,0.35,0.34,-153.43,0.49,0.72,-150.03,0.52,0.81,-150.3,0.62,0.6,tyk2,jacs_set
364,edge_ejm_31_jmc_28,ejm_31,jmc_28,-6.024958244323731,-2.296666666666667,1.0162380315482908,1.026726456289123,102.05,0.28,0.3,101.53,0.27,0.27,102.37,0.25,0.26,100.08,0.57,0.64,97.58,0.49,0.39,101.4,0.76,0.87,tyk2,jacs_set
365,edge_ejm_44_ejm_42,ejm_44,ejm_42,-9.8742385635376,-14.273333333333326,1.1076586455092985,1.1143261264171558,-121.25,0.23,0.27,-121.43,0.24,0.25,-120.58,0.3,0.28,-136.7,0.6,0.84,-132.88,0.69,0.53,-136.5,0.48,0.57,tyk2,jacs_set
366,edge_ejm_45_ejm_42,ejm_45,ejm_42,-0.9204771270751954,1.943333333333332,0.4442128508315527,0.4405095533336089,-31.34,0.26,0.28,-31.27,0.26,0.28,-31.19,0.26,0.28,-28.61,0.39,0.35,-29.26,0.37,0.32,-30.1,0.41,0.39,tyk2,jacs_set
367,edge_ejm_42_ejm_48,ejm_42,ejm_48,3.263518882751465,3.9399999999999977,0.593212016100169,0.6090784471539717,46.74,0.29,0.3,46.04,0.29,0.29,46.84,0.29,0.31,49.4,0.53,0.66,51.22,0.44,0.35,50.82,0.44,0.57,tyk2,jacs_set
368,edge_ejm_50_ejm_42,ejm_50,ejm_42,-3.347200798034668,-1.4300000000000068,0.5348166622258538,0.5431395292420355,-141.3,0.28,0.3,-141.23,0.25,0.29,-141.17,0.33,0.32,-141.67,0.4,0.39,-142.77,0.49,0.5,-143.55,0.37,0.52,tyk2,jacs_set
369,edge_ejm_42_ejm_54,ejm_42,ejm_54,-3.138,-5.133333333333326,0.3612933868175142,0.3595553893756198,-120.4,0.27,0.25,-120.52,0.23,0.23,-120.22,0.24,0.24,-125.97,0.36,0.34,-125.63,0.38,0.37,-124.94,0.33,0.33,tyk2,jacs_set
370,edge_ejm_42_ejm_55,ejm_42,ejm_55,2.3848787231445314,-3.3099999999999987,0.4253857172698401,0.41687388669225584,11.89,0.25,0.23,11.76,0.31,0.26,11.95,0.26,0.23,8.95,0.35,0.37,7.73,0.34,0.3,8.99,0.3,0.32,tyk2,jacs_set
371,edge_ejm_43_ejm_55,ejm_43,ejm_55,-3.9747992019653324,-8.61999999999999,1.3228547623939422,1.3243082635472578,-34.95,0.3,0.31,-34.63,0.3,0.31,-35.08,0.31,0.31,-42.19,0.48,0.52,-41.73,0.7,0.66,-46.6,0.46,0.61,tyk2,jacs_set
372,edge_ejm_44_ejm_55,ejm_44,ejm_55,-7.489359840393066,-14.800000000000011,0.7086069009019152,0.7050218876626504,-105.55,0.37,0.37,-105.23,0.4,0.4,-105.75,0.36,0.34,-119.42,0.95,0.81,-121.37,0.63,0.63,-120.14,0.85,0.98,tyk2,jacs_set
373,edge_jmc_23_ejm_46,jmc_23,ejm_46,1.6317574462890625,1.6200000000000043,0.2117048026769267,0.2179992396337472,80.83,0.21,0.23,80.79,0.21,0.22,80.6,0.24,0.24,82.4,0.29,0.28,82.37,0.28,0.27,82.31,0.25,0.27,tyk2,jacs_set
374,edge_ejm_47_ejm_55,ejm_47,ejm_55,2.0501590423583984,-2.596666666666664,0.5148915970997924,0.5567574546946773,-34.46,0.29,0.4,-33.08,0.27,0.31,-33.96,0.36,0.4,-37.04,0.44,0.58,-36.08,0.39,0.56,-36.17,0.43,0.38,tyk2,jacs_set
375,edge_ejm_49_ejm_50,ejm_49,ejm_50,-5.146318084716796,-4.493333333333336,0.5810599026021458,0.6113693450513591,26.43,0.38,0.38,26.42,0.41,0.41,27.3,0.45,0.43,21.9,0.6,0.71,22.85,0.73,0.81,21.92,0.73,0.78,tyk2,jacs_set
376,edge_ejm_55_ejm_54,ejm_55,ejm_54,-5.522878723144531,-4.50333333333333,0.7483516998394759,0.7726076115014036,-134.88,0.22,0.24,-134.87,0.23,0.23,-134.73,0.22,0.22,-137.64,0.34,0.37,-140.46,0.41,0.67,-139.89,0.36,0.46,tyk2,jacs_set
377,edge_jmc_23_ejm_55,jmc_23,ejm_55,10.4181590423584,3.813333333333329,0.3174541051458474,0.3203367540979253,17.64,0.24,0.25,17.01,0.25,0.25,16.96,0.23,0.25,21.06,0.38,0.38,20.85,0.37,0.3,21.14,0.36,0.42,tyk2,jacs_set
378,edge_jmc_23_jmc_27,jmc_23,jmc_27,1.7572803192138673,0.22999999999999676,0.369283497744395,0.36298611167972394,46.65,0.22,0.21,45.83,0.23,0.21,46.08,0.22,0.24,45.9,0.27,0.26,46.87,0.35,0.31,46.48,0.24,0.25,tyk2,jacs_set
379,edge_jmc_23_jmc_30,jmc_23,jmc_30,3.1798409576416016,-0.6100000000000136,0.4309218743919087,0.4342478412777781,68.71,0.25,0.24,68.72,0.19,0.23,68.56,0.22,0.24,67.2,0.29,0.31,68.21,0.26,0.27,68.75,0.31,0.29,tyk2,jacs_set
380,edge_jmc_28_jmc_27,jmc_28,jmc_27,-1.255200798034668,-4.18,0.2229550593485117,0.231718989593,-35.13,0.2,0.23,-34.77,0.22,0.22,-35.01,0.2,0.21,-39.21,0.23,0.28,-39.17,0.34,0.33,-39.07,0.26,0.26,tyk2,jacs_set
381,edge_jmc_28_jmc_30,jmc_28,jmc_30,0.1673598403930662,-4.003333333333334,0.595435304097375,0.5989733804375893,-20.78,0.21,0.24,-21.13,0.21,0.23,-20.53,0.25,0.24,-23.88,0.27,0.3,-26.09,0.26,0.33,-24.48,0.31,0.31,tyk2,jacs_set
382,edge_13_14,13,14,12.322792472839357,20.18666666666668,2.7521380985706707,24.54933597419212,121.29,0.84,0.94,121.55,0.99,0.95,121.18,0.88,0.89,138.46,2.1,59.3,138.99,3.13,44.49,147.13,2.18,8.89,cdk8,merck
383,edge_18_13,18-flipped,13,-1.2738269271850584,-12.583333333333355,1.8739609887838822,1.8992035648499288,-116.11,0.67,0.8,-117.23,0.66,0.77,-117.59,0.74,0.82,-132.3,1.87,2.11,-126.9,1.59,1.18,-129.48,2.77,2.94,cdk8,merck
384,edge_19_13,19,13,-2.2849208908081056,-8.706666666666678,1.8064648305498816,22.53398990822766,-92.96,0.81,0.88,-92.94,0.97,0.81,-91.78,0.84,0.87,-99.17,2.27,58.2,-101.12,2.08,32.98,-103.51,2.59,9.48,cdk8,merck
385,edge_13_30,13,30,-1.7284792480468751,-12.380000000000052,2.5674961172217436,3.2247178571521053,170.36,0.87,0.83,170.1,0.62,0.78,171.22,0.68,0.88,153.54,1.12,1.24,157.51,1.38,6.04,163.49,1.75,2.13,cdk8,merck
386,edge_13_42,13,42-flipped,-1.0110939636230467,-7.073333333333295,1.2606250017353031,1.3308660699016956,200.45,0.73,0.72,202.22,0.55,0.65,200.75,0.72,0.73,191.81,1.0,1.43,194.83,1.42,1.2,195.56,0.71,0.82,cdk8,merck
387,edge_18_14,18-flipped,14,11.048965545654298,10.053333333333336,5.26381209339612,7.403426614641793,6.9,0.51,0.53,5.92,0.65,0.5,6.27,0.61,0.52,20.06,4.14,1.93,24.72,2.18,1.94,4.47,1.74,16.25,cdk8,merck
388,edge_14_45,14,45-flipped,-11.93839513397217,-17.606666666666655,3.140998022266278,23.607734330772896,107.34,1.09,1.05,109.03,0.95,0.83,106.56,0.99,0.98,92.27,2.22,53.1,93.78,2.1,46.24,84.06,4.26,4.56,cdk8,merck
389,edge_18_15,18-flipped,15,13.768667694091798,-1.7666666666666655,2.3086045555648824,2.336842581717101,65.75,0.44,0.43,69.25,0.96,0.96,69.74,0.64,0.81,65.89,0.64,0.81,70.97,0.67,0.89,62.58,0.66,0.83,cdk8,merck
390,edge_24_15,24,15,11.113638275146483,7.366666666666617,3.2453631078203835,3.868354151601409,178.49,0.52,0.54,180.76,0.43,0.56,185.44,1.47,1.39,192.78,1.22,1.87,185.56,1.63,7.83,188.45,5.9,4.01,cdk8,merck
